EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInRole,MonthsInCurrentRole,PercentSalaryHike,NumCompaniesWorked,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PromotionInLast5Years,Gender,MaritalStatus,EducationField,Attrition
272,58,Operations,Analyst,8624,25,4,0,11,5,11,2,1,3,0,1,Male,Divorced,Other,0
273,52,HR,Analyst,18728,12,1,16,13,6,25,4,1,1,3,1,Male,Single,Life Sciences,0
274,36,HR,Executive,15531,6,6,30,24,4,4,4,4,2,2,1,Male,Single,Technical,0
275,33,Sales,Engineer,16036,14,12,43,18,6,24,1,2,2,0,1,Female,Single,Technical,0
276,20,IT,Specialist,1946,26,14,9,16,1,14,2,2,1,4,1,Male,Single,Technical,0
277,37,Finance,Manager,5415,25,2,36,11,0,18,2,4,3,0,1,Female,Married,Other,0
278,41,IT,Executive,17287,32,19,28,17,9,8,1,2,2,4,1,Female,Married,Other,1
279,50,Operations,Manager,19118,14,4,17,25,7,27,2,3,3,1,0,Male,Single,Life Sciences,0
280,41,HR,Executive,8087,35,7,46,20,0,10,1,2,3,3,0,Female,Divorced,Technical,1
281,28,Sales,Engineer,1726,26,0,37,16,1,5,1,3,3,5,0,Female,Married,Technical,0
282,25,Sales,Engineer,12651,4,7,38,18,9,23,2,3,1,0,0,Male,Divorced,Life Sciences,0
283,53,Finance,Engineer,7058,1,17,48,17,5,7,3,3,3,2,0,Female,Divorced,Life Sciences,0
284,55,IT,Engineer,13471,32,19,5,12,0,12,4,4,3,3,0,Male,Single,Life Sciences,0
285,57,Finance,Analyst,1686,15,15,39,0,9,25,2,2,4,0,0,Female,Married,Medical,1
286,37,HR,Analyst,16180,22,17,11,11,2,3,3,2,4,2,0,Female,Single,Life Sciences,0
287,52,Finance,Specialist,16059,37,19,52,24,6,26,1,4,4,2,0,Male,Single,Other,0
288,42,Sales,Manager,12569,15,11,13,23,7,4,3,4,2,5,0,Male,Divorced,Medical,0
289,52,Sales,Executive,4035,13,12,43,22,3,10,2,2,2,5,0,Male,Divorced,Life Sciences,0
290,42,Operations,Executive,3432,28,12,54,11,2,4,2,4,4,2,1,Female,Divorced,Other,0
291,46,Operations,Analyst,3532,25,9,9,25,0,15,3,4,1,5,0,Female,Single,Life Sciences,0
292,35,HR,Executive,2752,34,6,53,13,8,29,2,3,1,2,1,Male,Single,Life Sciences,0
293,63,IT,Analyst,7009,14,13,19,15,9,10,4,4,4,0,0,Male,Single,Medical,0
294,35,Finance,Specialist,6574,2,15,14,13,5,21,3,3,2,1,1,Male,Single,Other,0
295,19,HR,Manager,15400,22,14,30,18,5,22,1,1,2,5,0,Female,Single,Technical,0
296,52,Operations,Specialist,16023,28,11,6,13,8,16,3,3,1,4,1,Female,Single,Life Sciences,0
297,33,Finance,Engineer,3381,33,8,57,15,0,15,3,3,3,4,0,Male,Single,Medical,0
298,58,Operations,Engineer,1769,32,7,40,15,5,19,3,4,1,4,1,Male,Single,Other,0
299,53,Finance,Engineer,3130,22,17,9,19,4,29,3,2,3,1,0,Male,Married,Life Sciences,0
300,50,IT,Specialist,19458,6,17,9,20,5,20,1,1,2,2,1,Female,Married,Technical,0
301,21,HR,Executive,14883,2,12,47,19,7,19,1,1,2,2,0,Male,Married,Other,1
302,50,Finance,Manager,17652,31,17,38,0,4,18,1,1,4,3,1,Male,Married,Other,0
303,31,Sales,Engineer,12584,30,14,27,17,1,26,3,2,2,4,1,Male,Single,Medical,0
304,38,Sales,Engineer,3195,17,3,29,21,1,12,4,1,3,4,1,Female,Single,Life Sciences,0
305,37,Finance,Engineer,16321,6,16,36,12,9,25,4,1,1,2,1,Female,Divorced,Life Sciences,0
306,25,Finance,Manager,4762,0,4,54,24,4,16,1,2,4,4,1,Male,Divorced,Other,0
307,24,Finance,Engineer,2945,13,15,2,22,2,1,4,1,3,2,1,Female,Married,Life Sciences,1
308,20,Sales,Manager,17936,31,8,49,15,9,16,4,4,1,2,1,Male,Divorced,Other,0
309,34,Sales,Engineer,11449,5,9,42,12,2,2,4,4,1,5,1,Male,Married,Technical,0
310,50,Finance,Specialist,19550,38,17,14,25,7,24,4,3,1,2,0,Male,Single,Medical,0
311,29,Operations,Specialist,8401,9,16,20,24,6,15,4,3,2,0,0,Male,Single,Life Sciences,0
312,39,Operations,Manager,2219,6,17,51,20,0,7,2,3,1,0,0,Female,Divorced,Life Sciences,0
313,39,IT,Specialist,10097,25,6,36,11,4,28,1,4,2,0,1,Male,Single,Medical,0
314,63,HR,Manager,8355,33,3,55,24,8,1,3,4,1,0,1,Male,Single,Technical,0
315,47,Operations,Specialist,9763,29,4,11,14,3,5,4,4,1,1,0,Female,Married,Technical,0
316,55,Sales,Specialist,16020,35,15,3,25,0,10,2,3,2,3,0,Male,Divorced,Technical,0
317,55,Operations,Manager,13374,20,2,46,23,7,22,3,3,2,3,1,Female,Single,Technical,0
318,62,IT,Executive,15579,16,17,8,25,4,21,2,3,3,2,1,Male,Divorced,Technical,0
319,25,IT,Specialist,18582,32,13,38,0,1,4,4,3,1,4,0,Male,Single,Other,0
320,44,HR,Engineer,8743,9,14,41,18,0,14,4,3,2,0,1,Male,Married,Life Sciences,0
321,44,Operations,Executive,10518,11,16,27,20,2,13,4,3,3,3,0,Male,Single,Life Sciences,0
322,51,Sales,Manager,18232,15,0,22,16,8,1,4,4,3,3,1,Female,Divorced,Life Sciences,0
323,38,Sales,Executive,13600,31,16,44,12,0,16,3,2,2,0,0,Male,Divorced,Other,0
324,47,Finance,Analyst,18191,14,10,39,13,3,23,3,2,1,1,0,Female,Married,Medical,0
325,50,Sales,Analyst,6320,26,16,43,22,7,9,2,3,3,1,1,Female,Single,Technical,0
326,45,HR,Specialist,12501,27,13,21,15,7,22,1,2,1,3,0,Female,Married,Medical,0
327,64,HR,Specialist,15407,16,19,23,12,9,16,4,2,1,1,1,Male,Divorced,Technical,0
328,50,Sales,Engineer,13169,1,18,50,21,7,19,2,4,3,5,1,Female,Married,Technical,0
329,22,Sales,Executive,17416,35,6,57,16,9,15,2,3,2,0,1,Female,Single,Medical,0
330,36,Finance,Analyst,12378,6,12,25,22,7,26,2,3,1,3,1,Female,Single,Life Sciences,1
331,21,Sales,Specialist,4485,12,17,29,15,3,14,4,2,4,0,1,Male,Married,Other,0
332,52,Finance,Executive,9612,14,13,32,18,7,20,4,3,2,1,0,Male,Divorced,Medical,0
333,34,Finance,Specialist,9967,24,0,15,21,8,10,2,3,3,0,1,Female,Divorced,Life Sciences,0
334,61,Sales,Specialist,1836,22,6,21,24,6,21,4,3,4,1,1,Female,Married,Technical,0
335,45,IT,Analyst,11665,21,7,48,14,1,12,2,3,1,1,0,Male,Single,Life Sciences,0
336,47,IT,Analyst,14268,25,17,56,13,8,28,3,2,2,0,1,Female,Single,Technical,0
337,46,Finance,Specialist,5468,32,8,49,12,7,1,4,1,4,1,0,Female,Single,Technical,0
338,63,Sales,Manager,2410,10,0,42,19,4,21,3,2,2,5,1,Female,Single,Life Sciences,0
339,23,IT,Specialist,19880,9,16,17,0,2,17,1,4,1,2,0,Male,Divorced,Technical,0
340,52,Sales,Specialist,17132,24,18,6,12,6,9,4,1,2,0,1,Female,Single,Other,0
341,58,Sales,Engineer,17779,36,5,49,12,1,23,1,1,4,2,1,Female,Married,Life Sciences,0
342,54,Sales,Engineer,4629,37,2,25,16,2,19,2,1,2,0,1,Male,Married,Medical,0
343,41,Operations,Engineer,6947,23,4,7,16,8,25,4,2,3,1,1,Female,Married,Technical,0
344,46,Sales,Manager,7629,39,1,5,22,3,18,4,4,3,1,1,Male,Married,Technical,0
345,63,Operations,Manager,7350,32,19,29,24,3,28,4,2,4,3,0,Male,Single,Other,0
346,48,Finance,Specialist,8946,16,3,38,21,2,7,1,4,2,5,0,Male,Divorced,Other,0
347,52,IT,Engineer,13449,23,9,22,0,4,9,1,2,4,3,1,Female,Single,Medical,0
348,50,IT,Manager,10019,36,9,31,12,2,22,2,2,2,2,0,Female,Divorced,Technical,0
349,38,IT,Analyst,1814,1,10,21,22,8,26,3,2,1,1,1,Female,Single,Medical,0
350,49,IT,Specialist,13237,31,15,41,17,2,21,3,1,3,3,1,Female,Divorced,Medical,0
351,40,IT,Executive,2634,23,16,42,25,1,12,1,2,1,1,1,Female,Married,Technical,0
352,50,IT,Specialist,12438,8,15,56,18,4,7,4,4,2,0,0,Female,Married,Medical,0
353,20,IT,Executive,17088,3,6,44,16,5,14,3,4,1,3,1,Female,Divorced,Medical,1
354,35,Finance,Engineer,9847,16,15,8,16,0,15,3,4,4,2,0,Female,Divorced,Other,0
355,42,Sales,Executive,7092,16,2,30,21,5,15,1,1,4,3,1,Male,Divorced,Other,1
356,59,HR,Engineer,19608,29,15,6,24,9,6,2,2,2,1,1,Female,Married,Medical,0
357,48,Operations,Analyst,18770,39,7,8,25,2,21,1,2,3,4,0,Female,Married,Technical,0
358,20,HR,Executive,12497,10,11,12,20,3,14,1,3,4,4,1,Male,Single,Other,0
359,57,HR,Specialist,2221,20,2,57,17,5,2,4,1,3,5,0,Female,Divorced,Medical,0
360,63,Sales,Engineer,10604,20,16,2,15,7,8,1,4,2,1,1,Male,Divorced,Life Sciences,0
361,41,Sales,Specialist,2370,17,17,34,20,8,13,4,4,3,0,1,Female,Divorced,Life Sciences,0
362,49,Sales,Manager,8251,28,10,32,12,5,23,2,2,2,3,1,Female,Married,Medical,0
363,64,IT,Engineer,18381,23,3,20,24,6,6,4,4,1,4,0,Male,Divorced,Life Sciences,0
364,39,Finance,Executive,3256,9,15,30,0,4,5,2,2,2,0,1,Male,Divorced,Other,0
365,40,IT,Engineer,2617,16,16,51,16,8,5,2,2,1,1,0,Female,Married,Technical,0
366,19,Finance,Specialist,13101,17,8,33,0,3,25,2,3,2,0,1,Male,Divorced,Medical,0
367,44,Finance,Analyst,4328,19,5,31,0,9,1,1,1,4,1,1,Female,Single,Other,0
368,59,HR,Engineer,16496,36,19,56,25,5,9,4,2,4,5,0,Female,Married,Technical,0
369,19,HR,Executive,19531,17,1,34,18,4,6,3,2,3,3,1,Female,Married,Life Sciences,1
370,43,Finance,Manager,15378,16,8,14,22,0,20,1,2,2,0,1,Female,Married,Life Sciences,0
371,34,Finance,Analyst,8492,8,5,55,19,4,26,2,3,2,3,0,Female,Single,Life Sciences,1
372,57,IT,Manager,15278,13,2,31,16,4,7,3,2,2,0,0,Female,Married,Life Sciences,0
373,50,IT,Engineer,8271,28,19,5,22,8,9,1,1,3,1,0,Male,Married,Other,0
374,26,HR,Specialist,18026,30,5,44,20,0,5,3,1,4,1,1,Male,Married,Other,0
375,60,Sales,Specialist,4935,3,6,20,22,4,14,2,4,2,0,0,Male,Married,Technical,1
376,56,Finance,Executive,8122,17,0,32,13,6,5,3,1,3,5,0,Female,Single,Medical,0
377,46,IT,Specialist,14352,19,0,31,15,5,8,3,4,2,1,1,Male,Divorced,Technical,0
378,59,HR,Analyst,16306,8,4,51,0,5,7,2,1,1,2,0,Female,Divorced,Medical,0
379,43,IT,Specialist,12123,12,5,18,16,6,13,3,4,2,2,0,Male,Married,Life Sciences,1
380,52,Finance,Executive,3348,14,12,32,21,5,13,1,2,1,3,1,Female,Single,Life Sciences,0
381,42,Finance,Engineer,4196,26,1,27,24,4,8,3,3,3,2,0,Female,Married,Life Sciences,0
382,41,Operations,Engineer,3217,14,14,30,25,9,11,4,3,3,2,1,Female,Divorced,Life Sciences,0
383,30,Sales,Specialist,10759,27,14,20,15,4,28,1,3,4,5,0,Female,Divorced,Other,0
384,24,Operations,Manager,4286,36,12,53,13,8,26,3,2,2,5,0,Female,Single,Technical,0
385,53,HR,Engineer,15654,18,13,33,16,7,18,4,3,3,4,1,Male,Divorced,Medical,1
386,62,IT,Specialist,14909,25,6,14,12,9,25,4,1,4,4,0,Female,Married,Medical,0
387,37,HR,Executive,5291,25,13,13,0,3,19,4,4,2,5,1,Male,Single,Other,0
388,18,Finance,Specialist,5371,24,9,18,13,3,6,3,2,3,4,0,Female,Divorced,Life Sciences,0
389,25,Operations,Engineer,3306,25,16,42,12,9,22,2,3,1,5,0,Female,Married,Technical,0
390,63,Operations,Executive,19388,25,13,14,0,4,2,4,1,3,4,1,Female,Single,Life Sciences,0
391,33,Operations,Specialist,14804,27,7,5,11,2,28,2,1,1,1,1,Male,Married,Other,0
392,31,HR,Analyst,19574,17,3,51,20,7,13,1,2,4,5,0,Female,Divorced,Medical,1
393,29,Finance,Executive,17049,31,15,8,14,6,23,2,2,4,3,0,Male,Married,Other,0
394,40,IT,Analyst,4803,2,12,36,24,4,25,2,3,2,3,0,Female,Single,Medical,0
395,32,IT,Manager,17561,1,19,19,17,9,28,2,4,2,5,1,Male,Married,Technical,0
396,45,HR,Executive,16698,32,17,33,0,2,26,2,3,2,2,1,Male,Divorced,Medical,0
397,51,Operations,Analyst,19388,18,13,37,13,4,11,2,3,4,3,0,Male,Single,Technical,1
398,19,Sales,Engineer,12155,16,17,25,23,2,1,1,2,1,2,0,Female,Single,Life Sciences,0
399,49,HR,Engineer,10424,32,4,17,13,9,24,1,3,2,3,0,Female,Divorced,Life Sciences,0
400,40,HR,Manager,11440,11,8,27,14,4,2,2,3,2,0,1,Male,Married,Other,0
401,39,Finance,Executive,5424,2,2,54,16,0,17,2,4,4,0,0,Female,Married,Technical,1
402,42,IT,Executive,11283,25,7,50,22,5,8,4,1,1,5,1,Female,Divorced,Life Sciences,0
403,39,HR,Executive,5985,34,19,8,21,9,2,1,1,3,3,1,Female,Single,Technical,0
404,39,HR,Manager,14129,7,9,31,17,3,6,3,4,2,1,0,Male,Divorced,Life Sciences,0
405,59,Operations,Executive,14733,35,18,58,24,3,22,1,1,3,2,1,Male,Single,Life Sciences,0
406,23,Operations,Engineer,14401,6,2,52,15,7,5,3,3,3,3,1,Female,Single,Medical,1
407,32,Sales,Analyst,1691,35,10,55,0,1,16,4,4,2,5,0,Male,Married,Other,0
408,60,Finance,Engineer,6417,15,10,58,16,3,8,2,4,4,2,0,Female,Divorced,Medical,0
409,54,Sales,Engineer,7331,23,16,5,12,1,19,4,2,2,4,0,Female,Single,Technical,0
410,50,Operations,Analyst,11660,0,15,13,24,0,16,2,1,1,5,0,Male,Married,Life Sciences,1
411,25,IT,Engineer,15182,24,6,27,22,9,13,1,2,1,3,0,Male,Divorced,Other,0
412,61,Operations,Manager,13891,9,3,57,22,2,26,2,3,2,1,0,Female,Divorced,Life Sciences,0
413,61,Finance,Analyst,3374,15,18,23,22,7,20,3,4,3,4,0,Female,Single,Life Sciences,0
414,22,Operations,Engineer,10562,15,11,12,15,5,7,3,3,1,5,1,Female,Single,Medical,0
415,56,Finance,Specialist,6263,7,14,42,24,6,16,4,1,1,3,0,Male,Single,Technical,0
416,21,Finance,Engineer,11734,28,10,11,25,1,23,1,2,2,0,0,Male,Divorced,Other,0
417,23,Finance,Manager,10721,38,4,50,17,5,16,3,1,2,3,0,Female,Single,Other,0
418,62,Finance,Executive,12910,27,4,18,16,7,29,4,3,4,0,0,Female,Divorced,Other,0
419,49,Finance,Engineer,16019,5,14,20,25,7,12,1,2,2,0,0,Male,Married,Technical,0
420,47,IT,Executive,2551,15,17,26,19,3,14,1,1,2,5,0,Female,Divorced,Other,0
421,64,Sales,Specialist,13725,19,10,57,15,5,24,4,3,1,3,1,Male,Single,Technical,1
422,52,HR,Engineer,11265,15,11,18,18,4,18,3,1,1,3,0,Male,Divorced,Other,0
423,57,Sales,Analyst,12882,6,1,23,18,8,27,3,4,1,0,1,Female,Single,Life Sciences,0
424,33,Finance,Executive,14080,13,19,25,0,7,28,4,2,3,2,0,Female,Married,Technical,0
425,30,IT,Specialist,13489,25,14,44,0,1,18,3,2,1,4,1,Male,Single,Medical,0
426,59,Operations,Analyst,13439,25,19,27,0,6,16,4,2,1,1,1,Female,Single,Other,0
427,47,IT,Analyst,19989,13,3,45,17,6,20,3,4,2,3,1,Male,Single,Medical,1
428,36,Finance,Analyst,1807,6,17,55,21,0,16,3,2,4,4,0,Male,Single,Technical,0
429,34,IT,Analyst,4859,32,5,17,22,0,13,4,4,1,4,0,Male,Single,Life Sciences,0
430,36,IT,Engineer,4676,25,18,43,23,3,26,4,2,4,2,0,Female,Single,Medical,0
431,45,Finance,Engineer,2751,19,10,35,21,4,29,3,1,1,4,0,Female,Married,Medical,1
432,43,IT,Engineer,6866,2,1,41,23,3,9,4,1,1,3,0,Female,Married,Life Sciences,0
433,54,HR,Specialist,19401,3,7,28,19,6,26,3,1,4,5,0,Male,Divorced,Life Sciences,0
434,43,HR,Specialist,7726,25,10,16,16,2,28,2,1,2,5,1,Male,Single,Technical,0
435,40,IT,Specialist,15830,10,4,3,12,6,9,1,4,1,4,1,Male,Divorced,Other,0
436,26,Operations,Manager,6391,1,17,43,22,7,13,1,3,4,3,1,Male,Married,Medical,0
437,29,Finance,Specialist,6492,13,17,44,11,5,29,3,3,1,3,0,Female,Married,Medical,1
438,18,HR,Engineer,3461,29,13,58,13,5,4,1,1,3,0,0,Female,Single,Technical,0
439,18,Operations,Engineer,13997,11,9,28,12,7,9,3,3,3,2,1,Female,Single,Other,0
440,64,IT,Manager,12348,25,2,3,16,7,15,4,3,3,1,0,Male,Divorced,Technical,0
441,51,Operations,Manager,14755,32,8,9,19,6,14,2,2,3,0,0,Male,Married,Medical,0
442,49,Sales,Specialist,6067,12,2,24,24,5,19,1,4,2,1,0,Female,Divorced,Medical,0
443,42,HR,Executive,17579,13,10,30,24,5,12,1,1,3,3,1,Male,Divorced,Life Sciences,0
444,57,IT,Manager,8013,23,11,2,17,9,21,4,3,4,5,1,Female,Divorced,Life Sciences,0
445,62,Finance,Analyst,16735,33,11,46,15,5,26,2,3,1,0,0,Male,Single,Other,0
446,18,IT,Engineer,13255,25,2,1,12,7,25,2,1,4,4,1,Male,Married,Medical,1
447,33,Finance,Analyst,12651,20,6,56,15,0,6,2,2,3,4,1,Male,Divorced,Medical,0
448,56,IT,Engineer,18067,27,13,24,24,4,3,4,1,2,1,0,Male,Married,Life Sciences,0
449,22,Operations,Engineer,4858,35,10,48,25,2,26,1,2,3,3,0,Male,Married,Technical,0
450,39,Operations,Manager,11090,39,6,5,11,7,25,1,3,3,5,1,Female,Divorced,Technical,0
451,46,Operations,Manager,12488,1,9,25,24,5,22,2,4,2,1,1,Female,Divorced,Medical,0
452,20,Sales,Analyst,9178,8,10,7,21,1,20,4,2,2,5,0,Female,Single,Medical,0
453,29,Finance,Engineer,7198,22,14,34,16,6,16,4,2,2,2,0,Male,Married,Other,0
454,43,Operations,Analyst,2773,14,18,26,23,6,20,4,1,2,5,0,Female,Divorced,Other,0
455,33,Sales,Executive,12741,12,15,24,20,4,24,2,3,2,4,1,Female,Divorced,Life Sciences,0
456,54,Finance,Analyst,18980,22,19,17,19,7,23,4,4,2,0,1,Male,Married,Medical,0
457,39,IT,Specialist,10997,16,11,53,23,4,17,2,1,1,0,0,Male,Divorced,Technical,0
458,46,Sales,Analyst,10607,1,17,0,16,0,16,2,1,3,0,0,Female,Married,Other,0
459,31,HR,Specialist,12773,19,12,47,13,8,6,2,4,3,5,0,Female,Divorced,Life Sciences,1
460,45,Sales,Specialist,9502,19,4,38,22,3,8,3,3,2,4,0,Female,Married,Life Sciences,0
461,22,Sales,Specialist,5747,2,3,2,17,1,19,2,4,4,5,1,Female,Divorced,Technical,0
462,64,Finance,Executive,10720,11,13,54,13,3,25,4,1,2,3,0,Female,Divorced,Other,0
463,47,IT,Analyst,12203,39,7,3,16,8,26,3,1,1,4,0,Male,Single,Technical,0
464,63,HR,Analyst,16972,1,8,40,13,1,2,1,2,4,4,1,Female,Married,Life Sciences,0
465,22,Operations,Executive,18154,35,18,36,25,3,14,1,4,1,5,0,Female,Single,Medical,0
466,29,Operations,Engineer,19070,13,2,50,22,1,22,4,4,4,5,1,Female,Divorced,Technical,0
467,33,Sales,Manager,13892,15,4,14,21,4,12,4,4,4,0,1,Female,Married,Life Sciences,0
468,43,Finance,Analyst,13456,18,17,7,14,2,17,4,1,2,4,1,Female,Married,Medical,0
469,43,Finance,Manager,17141,33,0,37,16,9,28,4,3,1,0,0,Female,Divorced,Medical,0
470,38,Operations,Executive,15498,5,7,49,22,1,27,3,1,4,3,1,Male,Divorced,Other,0
471,56,HR,Engineer,7805,12,18,18,23,8,15,4,2,1,2,0,Male,Divorced,Other,0
472,53,IT,Engineer,14221,35,16,55,23,4,18,2,1,2,0,1,Male,Divorced,Life Sciences,0
473,50,HR,Engineer,8495,21,16,46,22,9,16,1,1,2,5,1,Female,Married,Technical,1
474,47,IT,Executive,13927,17,10,25,19,4,13,4,1,2,1,1,Female,Single,Medical,0
475,54,Operations,Specialist,15282,11,1,38,12,0,21,2,2,2,2,0,Male,Married,Other,0
476,40,IT,Specialist,3730,29,5,9,19,5,17,4,4,3,3,0,Female,Married,Other,0
477,27,Finance,Manager,8011,39,13,37,14,6,8,2,3,4,5,1,Female,Married,Technical,0
478,22,Sales,Specialist,18012,6,2,13,20,0,1,3,3,3,2,0,Female,Married,Other,0
479,53,Sales,Specialist,10961,31,11,48,23,8,29,1,2,2,5,1,Male,Divorced,Life Sciences,0
480,51,Operations,Engineer,6265,18,3,40,12,7,25,1,4,4,0,1,Male,Single,Technical,0
481,48,Finance,Engineer,14772,5,11,18,14,7,26,3,4,4,5,1,Male,Married,Medical,0
482,27,HR,Manager,7052,19,12,29,23,6,27,2,2,1,3,1,Female,Married,Life Sciences,0
483,36,Finance,Analyst,2127,26,1,4,12,4,3,4,1,2,1,0,Male,Single,Medical,0
484,49,Sales,Manager,13489,36,1,54,20,2,16,2,4,3,0,1,Male,Divorced,Medical,1
485,18,Sales,Manager,15280,6,14,30,19,8,28,1,3,1,0,0,Male,Married,Other,0
486,22,Finance,Executive,8089,4,16,6,20,6,2,3,2,4,3,1,Female,Divorced,Life Sciences,1
487,62,Finance,Executive,3544,10,6,18,16,9,15,3,3,3,3,1,Male,Married,Life Sciences,1
488,21,Sales,Manager,14671,14,13,30,22,9,1,2,1,2,2,1,Male,Married,Technical,0
489,33,HR,Manager,7384,2,11,51,0,7,9,2,2,3,1,1,Female,Single,Life Sciences,1
490,41,Operations,Manager,9685,4,16,57,18,5,16,3,3,3,5,1,Male,Single,Technical,0
491,33,Operations,Specialist,1749,22,13,38,18,4,4,1,3,3,2,0,Female,Divorced,Life Sciences,0
492,19,Finance,Executive,18858,36,5,23,14,7,12,4,1,1,5,0,Female,Married,Medical,0
493,45,Operations,Manager,10675,8,18,33,18,2,1,4,2,4,5,1,Male,Divorced,Technical,0
494,49,Sales,Engineer,17760,14,5,56,19,6,1,2,4,3,5,0,Male,Single,Life Sciences,0
495,44,Sales,Engineer,4172,2,17,22,22,1,7,3,4,4,2,0,Male,Single,Technical,0
496,37,Finance,Specialist,8779,28,4,47,24,2,18,3,3,1,0,1,Female,Single,Other,0
497,41,Finance,Specialist,10162,5,5,44,15,1,23,3,1,2,3,1,Male,Single,Other,0
498,29,Finance,Analyst,3487,16,1,39,24,4,28,1,3,2,0,1,Male,Single,Technical,0
499,52,HR,Analyst,17974,25,7,5,14,6,23,2,1,3,1,1,Male,Divorced,Technical,0
500,50,Operations,Analyst,14448,20,14,37,22,9,15,2,4,1,2,0,Female,Divorced,Medical,0
501,50,Finance,Specialist,14526,7,14,40,12,9,26,2,3,2,1,0,Female,Single,Life Sciences,0
502,60,IT,Specialist,4273,20,10,35,20,0,25,1,3,1,3,0,Female,Married,Other,1
503,54,IT,Specialist,14659,10,0,26,20,9,13,2,1,1,3,0,Male,Married,Other,0
504,29,Sales,Engineer,11378,37,17,10,17,8,16,4,2,3,4,1,Male,Married,Life Sciences,1
505,20,Operations,Specialist,11678,7,11,4,25,0,7,2,1,3,1,1,Female,Married,Other,0
506,18,Finance,Engineer,11877,23,11,56,13,0,16,2,2,1,0,1,Male,Married,Other,0
507,50,IT,Analyst,8847,34,10,16,25,9,13,2,4,1,1,1,Male,Single,Technical,0
508,57,Operations,Analyst,2508,13,7,51,19,7,14,1,3,3,2,0,Female,Divorced,Other,0
509,27,Sales,Analyst,5283,13,6,6,22,5,17,4,3,1,3,0,Female,Single,Other,0
510,60,HR,Manager,5798,9,1,26,24,5,12,4,1,3,3,1,Female,Married,Other,0
511,61,Operations,Manager,6168,11,10,46,22,8,29,3,1,4,1,0,Male,Married,Life Sciences,0
512,46,Operations,Executive,3552,37,9,56,12,3,24,3,4,1,1,0,Male,Divorced,Medical,0
513,30,HR,Executive,3216,33,2,14,22,7,24,4,4,3,5,1,Male,Single,Technical,0
514,29,Operations,Executive,1810,9,19,45,15,3,20,2,2,1,1,0,Female,Divorced,Medical,0
515,48,Sales,Manager,15891,16,9,12,17,1,13,2,4,3,5,1,Female,Married,Other,0
516,63,Sales,Manager,2760,16,17,10,22,7,24,2,4,1,2,0,Male,Married,Other,0
517,19,HR,Executive,14657,2,13,59,24,6,20,1,4,2,2,0,Female,Divorced,Other,0
518,52,Finance,Executive,12960,30,17,44,18,3,15,2,4,2,0,1,Female,Married,Medical,0
519,40,IT,Specialist,18468,0,7,25,23,8,24,1,2,1,1,1,Male,Single,Life Sciences,1
520,34,Finance,Executive,15511,11,9,21,15,8,21,4,4,2,0,1,Female,Married,Life Sciences,1
521,43,Operations,Specialist,4366,38,12,27,14,7,4,2,2,1,4,0,Male,Married,Technical,0
522,25,IT,Engineer,15865,3,7,23,21,0,22,2,1,1,2,1,Female,Single,Medical,0
523,46,HR,Manager,7398,12,3,28,20,6,2,3,3,4,3,0,Male,Married,Life Sciences,0
524,43,HR,Executive,19895,33,3,8,11,4,28,4,1,4,5,1,Female,Divorced,Technical,0
525,27,IT,Manager,7751,20,4,41,11,6,18,2,4,2,4,0,Male,Divorced,Other,0
526,43,Sales,Manager,6439,21,0,3,18,8,2,1,3,4,3,1,Female,Married,Other,0
527,51,IT,Manager,5506,3,16,48,11,1,25,4,4,4,4,1,Female,Single,Technical,0
528,58,Operations,Engineer,3125,17,1,45,11,3,15,3,4,1,0,0,Female,Single,Life Sciences,0
529,24,Sales,Analyst,12456,4,7,55,12,3,26,4,1,3,0,0,Female,Divorced,Medical,0
530,21,HR,Executive,18774,18,6,17,25,1,19,1,4,1,5,1,Female,Married,Technical,1
531,62,IT,Analyst,7578,1,14,42,12,2,15,3,1,4,2,0,Male,Single,Life Sciences,0
532,28,Finance,Analyst,10423,11,4,15,13,7,26,1,4,1,5,1,Male,Single,Technical,0
533,46,Finance,Analyst,5461,16,1,32,16,8,20,4,2,2,3,0,Male,Divorced,Life Sciences,0
534,53,Operations,Manager,10306,9,6,28,18,5,10,3,3,3,4,0,Female,Divorced,Other,0
535,42,Finance,Specialist,19603,33,7,38,11,9,28,1,1,4,5,1,Male,Single,Technical,0
536,38,IT,Manager,15058,5,6,59,13,1,24,4,1,4,1,1,Female,Divorced,Medical,0
537,53,IT,Manager,8186,7,6,9,18,1,20,1,3,1,1,0,Female,Single,Technical,0
538,27,Finance,Analyst,3087,10,13,8,23,6,11,2,1,1,2,0,Male,Married,Other,1
539,54,IT,Manager,11303,11,17,58,11,7,26,4,3,1,5,0,Male,Divorced,Other,0
540,26,Operations,Analyst,18780,8,5,30,19,7,10,3,2,1,3,0,Female,Divorced,Life Sciences,0
541,41,Sales,Specialist,11850,1,3,27,20,5,29,3,4,4,1,1,Female,Married,Other,0
542,52,Operations,Executive,12954,7,9,59,22,9,23,2,2,1,2,1,Male,Single,Life Sciences,1
543,52,Operations,Analyst,17349,10,17,56,0,7,5,1,4,4,5,0,Male,Single,Other,0
544,53,IT,Specialist,8337,35,11,2,19,0,9,1,3,1,2,1,Female,Divorced,Life Sciences,0
545,35,Sales,Executive,2949,9,15,53,17,8,20,3,2,3,3,0,Female,Single,Medical,0
